"","Rnk","Vendor","G_Level_1","G_Level_2","G_Level_3","G_Level_4","Fleet","WagonNumber","MinTimestamp","MaxTimestamp","CallAttempts","CallSetupSuccesRatio","CallDropRatio","CstAverage","CstPercentile10","CstPoorRatio","SpeechTestsAttempts","SpeechPolqaAverage","SpeechPolqaPercentile90","SpeechTestsPoorRatio","HttpFdfsDlAttemptsCount","HttpFdfsUlAttemptsCount","HttpFdfsCompletedRatio","HttpFdttDlMdrPercentile10","HttpFdttDlMdrAverage","HttpFdttDlMdrPercentile90","HttpFdttUlMdrPercentile10","HttpFdttUlMdrAverage","HttpFdttUlMdrPercentile90","HttpBrowsingAttemptsCount","HttpBrowsingCompletedRatio","HttpBrowsingTransferRttAverage","StreamingAttemptsCount","StreamingCompletedRatio","StreamingVmosPercentile10","StreamingVmosAverage","StreamingTtfpAverage","StreamingTtfpPoorRatio","ApplicationAttemptsCount","ApplicationCompletedRatio","ApplicationTransferTimeAverage","ModuleVoiceTests","ModulePOLQATests","ModuleHTTPTTests","ModuleHTTPBTests","ModuleVSLTBTests","ModuleMAFBBTests","ranCallSetupSuccesRatio","ranCallDropRatio","ranCstAverage","ranCstPoorRatio","ranCstPercentile10","ranSpeechPolqaAverage","ranSpeechTestsPoorRatio","ranSpeechPolqaPercentile90","ranHttpFdfsCompletedRatio","ranHttpFdttDlMdrPercentile10","ranHttpFdttDlMdrAverage","ranHttpFdttDlMdrPercentile90","ranHttpFdttUlMdrPercentile10","ranHttpFdttUlMdrAverage","ranHttpFdttUlMdrPercentile90","ranHttpBrowsingCompletedRatio","ranHttpBrowsingTransferRttAverage","ranStreamingCompletedRatio","ranStreamingVmosPercentile10","ranStreamingVmosAverage","ranStreamingTtfpAverage","ranStreamingTtfpPoorRatio","ranApplicationCompletedRatio","ranApplicationTransferTimeAverage","maxCallSetupSuccesRatio","maxCallDropRatio","maxCstAverage","maxCstPoorRatio","maxCstPercentile10","maxSpeechPolqaAverage","maxSpeechTestsPoorRatio","maxSpeechPolqaPercentile90","maxHttpFdfsCompletedRatio","maxHttpFdttDlMdrPercentile10","maxHttpFdttDlMdrAverage","maxHttpFdttDlMdrPercentile90","maxHttpFdttUlMdrPercentile10","maxHttpFdttUlMdrAverage","maxHttpFdttUlMdrPercentile90","maxHttpBrowsingCompletedRatio","maxHttpBrowsingTransferRttAverage","maxStreamingCompletedRatio","maxStreamingVmosPercentile10","maxStreamingVmosAverage","maxStreamingTtfpAverage","maxStreamingTtfpPoorRatio","maxApplicationCompletedRatio","maxApplicationTransferTimeAverage","summCST","summPOLQA","summVoice","summHttpTDL","summHttpTUL","summHttpT","summHttpB","summVSLVS","summAPPFB","summData","totalCST","totalPOLQA","totalVoice","totalHttpTDL","totalHttpTUL","totalHttpT","totalHttpB","totalVSLVS","totalAPPFB","totalData"
"58",12015,"ALL","Drive","City","Medium Cities","Saarbrücken","","",43239.6602431829,43242.4457913079,142,0.971830985915,0,6.50640425783523,4.72399997711182,0.035460992907,1374,3.529956,4.03,0.021834061135,121,121,0.98347107438,3.803498,14.722767008547,29.712796,2.287167,10.7419072033898,18.379472,879,0.980659840728,53,123,0.983739837398,3.70000004768372,3.94938013967404,1.576942,0,127,0.952755905511,5.23415702479339,8669,83726,13707,48988,6709,6988,50.7629107979167,75,14.6495886457727,0,6.27600002288818,5.94982888888889,7.8165938865,4.0375,17.7961432506667,7.5746916,2.47759147008547,1.57702368,11.2591521,3.88667247718383,2.14071552,78.3959044368,3.23333333333333,49.0379403792667,9.25000011920929,9.37345034918509,1.97202109090909,2.5,21.5655396015529,13.1487644628099,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,20.9255886686609,17.8039227753889,164.492422241966,11.6293067500855,17.2865400971838,46.711990097936,81.6292377701334,72.1334119385701,34.7143040643629,235.188943871002,37.5,25,200,30,30,80,95,80,45,300
"59",12016,"ALL","Drive","City","Medium Cities","Solingen","","",43243.4026159954,43243.6353907407,117,0.965811965811,0.017699115044,7.50362606048584,4.96480007171631,0.034782608695,1109,3.341541,4.01,0.037871956717,79,79,0.917721518987,1.854978,9.26389413333334,20.642162,1.51052,5.70059098591549,11.21758,565,0.953982300884,151,76,0.947368421052,3.00999999046326,3.67847221261925,2.784027,0.013888888888,80,0.9,8.27252777777778,8669,83726,13707,48988,6709,6988,48.2549857545834,61.725663717,11.9903305053711,0,6.03519992828369,5.21710388888889,6.2128043283,4.0125,11.0796723752471,0,1.41454780491228,0.851372960000001,6.366276,1.97355760491152,0.9948128,65.2160333155765,0,38.1424148605177,6.73333326975504,8.69618053154813,1.53308109090909,1.60493827164444,14.1176470588235,8.96996296296296,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,18.0255304336548,15.4424082171889,143.448588122427,2.26592076491228,9.33464640491152,22.6802395450709,65.2160333155765,56.7099480243744,23.0876100217865,167.693830906808,37.5,25,200,30,30,80,95,80,45,300
"60",12017,"ALL","Drive","City","Medium Cities","Wiesbaden","","",43237.7418179051,43238.4528428241,125,0.984,0.032520325203,6.16926613546187,4.66930003166199,0.024193548387,1190,3.422537,4.03,0.033613445378,122,120,0.987603305785,5.090196,19.1920598319328,36.6097,2.252688,8.49903512605042,15.743336,864,0.993055555555,72,22,1,3.79999995231628,3.94090912558816,1.365454,0,123,0.991869918699,5.2513524590164,8669,83726,13707,48988,6709,6988,55.8333333333333,50.60975609775,15.5486236387683,1.935483871,6.33069996833801,5.53208833333333,6.6386554622,4.0375,18.347107438,12.611364696,3.34792744095533,2.128776,11.0419344,3.03553127860375,1.71893376,85.833333333,2.6,55,9.49999988079071,9.35227281397039,2.067273,2.5,28.3739837398,13.1229713114754,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,23.8148074781064,16.2082437955333,146.466140704723,18.0880681369553,15.7963994386038,52.2315750135591,88.433333333,78.4195456947611,41.4969550512754,260.581409092596,37.5,25,200,30,30,80,95,80,45,300
"61",12018,"ALL","Drive","City","Medium Cities","Wolfsburg","","",43250.603842581,43251.4681115625,117,0.991452991452,0.01724137931,5.72117242730897,4.71199989318848,0.008620689655,1139,3.631782,4.03,0.014925373134,93,93,0.978494623655,5.77751,22.8409179120879,49.50399,2.14193,9.67350362637363,16.42556,663,0.990950226244,79,93,1,3.59999990463257,3.90537634203511,1.217526,0,95,0.98947368421,5.84681914893617,8669,83726,13707,48988,6709,6988,58.9387464383334,62.0689655175,16.5576551453821,7.12643678166667,6.28800010681152,6.34581888888889,8.5074626866,4.0375,17.1326164873333,12.69796626,4.05849454077501,3.1603192,10.344159,3.48122701718794,1.8280896,84.5701357464,2.36666666666667,55,8.99999976158142,9.26344085508777,2.141237,2.5,27.894736842,12.2297712765957,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,29.9720920338602,18.8907815754889,169.870585565182,19.916780000775,15.6534756171879,52.7028721052963,86.9368024130666,77.9046776166692,40.1245081185958,257.668860253628,37.5,25,200,30,30,80,95,80,45,300
"62",12019,"ALL","Drive","City","Medium Cities","Wuppertal","","",43244.3357203241,43244.5688866667,115,1,0.008695652173,6.54658259930818,4.83519992828369,0.043478260869,1139,3.498217,4.02,0.029850746268,83,83,0.939759036144,1.771238,12.816748313253,26.811986,1.55406,7.83995037037037,15.3006,602,0.968438538205,74,83,0.939759036144,3.20000004768372,3.71621793355697,2.068076,0.01282051282,86,0.976744186046,7.0639880952381,8669,83726,13707,48988,6709,6988,62.5,68.47826087025,14.5424464018449,0,6.16480007171631,5.82639944444444,7.0149253732,4.025,13.1537916370824,0,2.10641940837032,1.34495888,6.640578,2.78541706362773,1.648096,71.3386750044706,2.53333333333333,36.1729270019765,8.00000011920929,8.79054483389243,1.79342690909091,1.65242165244444,25.3488372092,10.5813492063492,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,20.7072464735612,16.8663248176444,168.551832161456,3.45137828837032,11.0740910636277,27.6792609890804,73.8720083378039,56.4093205166136,35.9301864155492,193.890776259047,37.5,25,200,30,30,80,95,80,45,300
"63",12020,"ALL","Drive","City","Medium Cities","Würzburg","","",43250.6888199306,43251.3923971875,124,1,0.201612903225,5.66271773845919,4.67489986419678,0,990,3.664818,4.04,0.012121212121,105,105,0.919047619047,4.610178,18.5022711340206,34.94943,2.90993,9.68749948453608,17.89407,752,0.941489361702,51,102,0.862745098039,3.65250010490417,3.92159089716998,1.423068,0,104,0.980769230769,5.44556862745098,8669,83726,13707,48988,6709,6988,62.5,0,16.6745645230816,10,6.32510013580322,6.47429222222222,8.7878787879,4.05,11.2044817926588,10.9627476,3.21360016820402,1.9959544,12.70330236,3.48653826592651,2.0630512,59.9249061326118,3.3,16.2399077277412,9.13125026226044,9.30397724292495,2.038466,2.5,26.1538461538,12.8316470588235,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,32.9996646588849,19.3121710101222,114.811835669007,16.172302168204,18.2528918259265,45.6296757867894,63.2249061326118,39.2136012329266,38.9854932126235,187.053676364951,37.5,25,200,30,30,80,95,80,45,300
"64",13001,"ALL","Drive","City","Small Cities","Bad Ems","","",43235.4841430903,43235.5264256366,23,1,0,10.1951304311338,9.64040012359619,0,230,3.126086,3.72,0.01304347826,16,16,1,2.381284,5.37524866666667,11.193404,1.80455,2.841935625,3.5394,112,0.991071428571,170,16,1,3.20000004768372,3.625,3.863125,0,12,0.916666666666,10.0241818181818,8669,83726,13707,48988,6709,6988,62.5,75,4.81298551697662,10,0,4.37922333333333,8.695652174,1.2,20,1.6013928,0.657285266666667,0.0954723199999999,8.218665,0.888734544871795,0,84.6428571426,0,55,8.00000011920929,8.5625,1.14068181818182,2.5,16.4705882352,6.63442424242424,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,14.8129855169766,14.2748755073333,166.58786102431,2.35415038666667,9.10739954487179,31.4615499315385,84.6428571426,75.2031819373911,23.1050124776242,214.412601489154,37.5,25,200,30,30,80,95,80,45,300
"65",13002,"ALL","Drive","City","Small Cities","Bad Kreuznach","","",43237.4829887037,43237.5928823727,56,1,0.017857142857,6.90176785843713,4.8769998550415,0.017857142857,550,3.254327,3.97,0.023636363636,32,31,0.746031746031,0.094132,7.03569724137931,16.68679,1.236065,4.70775153846154,9.398885,234,0.67094017094,87,32,0.78125,1.48500001430511,3.23639998912811,5.7888,0.24,32,0.59375,7.32610526315789,8669,83726,13707,48988,6709,6988,62.5,61.60714285725,13.5952857108343,4.04761904766667,6.1230001449585,4.87793833333333,7.6363636364,3.7,0,0,0.980635778584392,0.5349432,4.6372095,1.59678776331361,0.7038216,0,2.1,0,0,6.54577768113878,0.440436363636364,0,0,10.2318596491228,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,23.7659049034595,16.2143019697333,164.087349730443,1.51557897858439,6.93781886331361,8.453397841898,2.1,6.98621404477514,10.2318596491228,27.7714715357959,37.5,25,200,30,30,80,95,80,45,300
"66",13003,"ALL","Drive","City","Small Cities","Bensheim","","",43238.5807900116,43238.6665224769,46,0.95652173913,0.045454545454,7.17735559675429,4.77880020141602,0.044444444444,420,3.225666,3.99,0.038095238095,30,30,0.85,1.668837,6.70941107142857,13.654787,1.04508,3.5695,6.76903,207,0.942028985507,71,29,0.965517241379,2.99599993228912,3.72130949156625,2.482142,0.035714285714,30,0.8,8.54858333333333,8669,83726,13707,48988,6709,6988,44.3840579708334,40.9090909095,12.8603850753219,0,6.22119979858398,4.76647888888889,6.1904761905,3.9,4.70588235294117,0,0.917095840225564,0.29238296,3.434004,1.1648358974359,0.2830448,60.1534526853176,2.63333333333333,42.8397565922118,6.63999954859416,8.80327372891562,1.64285745454545,0.634920634933333,0,8.60188888888889,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,19.0815848739059,14.8569550793889,119.231688833628,1.20947880022556,4.8818846974359,10.7972458506026,62.786786018651,60.5608079592003,8.60188888888889,142.746728717343,37.5,25,200,30,30,80,95,80,45,300
"67",13004,"ALL","Drive","City","Small Cities","Bernau bei Berlin","","",43222.6637872801,43222.7750727315,57,0.98245614035,0,6.02157148293086,4.93800020217896,0.017857142857,560,3.55491,4.03,0.025,36,36,1,4.231465,10.8560961111111,18.202917,2.352592,6.77504513888889,14.553704,259,1,48,35,0.971428571428,3.70000004768372,3.88764706779929,1.662941,0,37,0.972972972972,8.03975,8669,83726,13707,48988,6709,6988,55.1900584791667,75,15.9424760455177,4.04761904766667,6.06199979782104,6.04687222222222,7.5,4.0375,20,9.372153,1.72460819005848,0.65623336,11.6713296,2.38129918091168,1.52859264,90,3.4,44.5238095236,9.25000011920929,9.21911766949822,1.94074872727273,2.5,24.5945945944,9.28033333333333,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,26.0520948910054,17.5843722222222,173.826525592394,11.7529945500585,15.5812214209117,47.3342159709702,93.4,67.4336760395802,33.8749279277333,242.042819938284,37.5,25,200,30,30,80,95,80,45,300
"68",13005,"ALL","Drive","City","Small Cities","Brandenburg a.d. Havel","","",43251.5911831713,43251.6977914583,56,0.982142857142,0,8.04812498603548,6.01800012588501,0.017857142857,550,2.989672,3.7,0.045454545454,37,37,0.959459459459,3.246074,7.79182162162162,14.146102,1.046648,1.86369621621622,3.228322,262,0.938931297709,139,37,0.918918918918,3.73000001907349,3.91176469185773,2.345882,0,33,0.878787878787,11.1260689655172,8669,83726,13707,48988,6709,6988,55.0595238091667,75,10.538333370572,4.04761904766667,3.96399974822998,3.84872444444445,5.4545454546,1,15.0079491255529,5.2335108,1.12788105263158,0.33168816,3.4438824,0.517505230769231,0,58.8414907944,0.366666666666667,30.7790143081882,9.32500004768372,9.27941172964433,1.69240654545455,2.5,11.1229946522824,5.16524137931034,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,18.5499521664687,10.3032698990444,158.91274587468,6.69308001263158,3.96138763076923,25.6624167689538,59.2081574610667,53.5758326309708,16.2882360315927,154.734642892584,37.5,25,200,30,30,80,95,80,45,300
"69",13006,"ALL","Drive","City","Small Cities","Burglengenfeld","","",43248.4200458333,43248.5140798843,46,0.847826086956,0,7.92711899394081,4.79109978675842,0.071428571428,390,3.146564,3.93,0.043589743589,34,33,0.910447761194,3.9714,12.6748145454545,19.936276,1.32048,4.66936633333334,6.98129200000001,242,0.95867768595,71,33,0.969696969696,3.90000009536743,4.06249997019768,2.03875,0,34,0.882352941176,5.3791,8669,83726,13707,48988,6709,6988,0,75,10.8610160161578,0,6.20890021324158,4.45886,5.6410256411,3.3,10.3950834064941,8.27988,2.07877967464115,0.79490208,5.169024,1.58222107008547,0.317006720000002,67.2046669905883,2.63333333333333,43.9215686272,9.75000023841858,9.65624992549419,1.80409090909091,2.5,11.6262975777882,12.93135,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,17.0699162293994,13.3998856411,105.469801870499,11.1535617546411,7.06825179008547,28.6168969512207,69.8380003239216,67.6319097002037,24.5576475777882,190.644454553134,37.5,25,200,30,30,80,95,80,45,300
"70",13007,"ALL","Drive","City","Small Cities","Bützow","","",43224.6165526389,43224.6589605208,23,0.95652173913,0.045454545454,15.4882726669312,10.6826003074646,0.545454545454,210,2.271809,2.55,0.038095238095,9,9,0,NA,NA,NA,0.15938,0.15938,0.15938,69,0.014492753623,458,1,0,NA,NA,NA,0,10,0,NA,8669,83726,13707,48988,6709,6988,44.3840579708334,40.9090909095,0,0,0,1.057035,6.1904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,0,7.2475111905,92.5406600708334,0,0,0,0,2.5,0,2.5,37.5,25,200,30,30,80,95,80,45,300
"71",13008,"ALL","Drive","City","Small Cities","Buxtehude","","",43229.4072480324,43229.5137335764,56,1,0,5.2018392767225,4.59249997138977,0,560,3.800892,4.04,0.001785714285,47,47,1,12.961064,36.8740140425532,60.462566,3.28599,9.9503747826087,15.551855,331,0.996978851963,39,47,1,3.90000009536743,3.99148933938209,0.965106,0,47,0.978723404255,5.82217391304348,8669,83726,13707,48988,6709,6988,62.5,75,17.596321446555,10,6.40750002861023,7.00223,10.848214285875,4.05,20,13.603094064,6.79125536618141,4.00385471666667,12.79806948,3.58629607134894,1.6882968,88.1873111778,3.7,55,9.75000023841858,9.47872334845523,2.267447,2.5,25.744680851,12.2667391304348,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,34.0038214751652,21.900444285875,193.40426576104,24.3982041468481,18.0726623513489,62.470866498197,91.8873111778,78.9961705868738,38.0114199814348,271.365768244306,37.5,25,200,30,30,80,95,80,45,300
"72",13009,"ALL","Drive","City","Small Cities","Dachau","","",43248.6388198611,43248.7665539699,56,0.964285714285,0,6.01276782793658,4.9449999332428,0.017857142857,540,3.564092,4.011,0.033333333333,41,41,0.963414634146,0.87321,22.7566095121951,51.43232,2.567838,9.50667487179487,19.249426,285,0.975438596491,86,41,0.975609756097,3.08599991798401,3.69525000452995,2.18075,0.025,43,0.976744186046,6.87619047619047,8669,83726,13707,48988,6709,6988,47.61904761875,75,15.9659524588358,4.04761904766667,6.0550000667572,6.08258,6.6666666667,4.01375,15.3802008608,0,4.04207658921694,3.3145856,12.617095176,3.41791764365549,2.27990816,75.2631578946,2.13333333333333,46.0569105689,7.23999945322673,8.73812501132488,1.75245454545455,1.11111111111111,25.3488372092,10.831746031746,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,26.0685715732597,16.7629966667,165.45061585871,7.35666218921694,18.3149209796555,41.0517840296724,77.3964912279333,64.8986006900173,36.180583240946,219.527459188569,37.5,25,200,30,30,80,95,80,45,300
"73",13010,"ALL","Drive","City","Small Cities","Dessau","","",43222.5963192593,43222.7181501157,54,1,0,6.32325922118293,4.89369988441467,0.018518518518,540,3.633666,4.01,0.007407407407,35,35,0.957142857142,1.313784,11.3360522857143,21.344606,2.301783,8.86472071428571,16.206085,257,1,77,35,0.971428571428,3.32999999523163,3.78897058963776,1.524117,0,36,0.972222222222,6.00128571428571,8669,83726,13707,48988,6709,6988,62.5,75,15.1379754101789,3.827160494,6.10630011558533,6.35314555555556,9.583333333425,4.0125,14.7899159663059,0,1.81807333984962,0.90756848,11.3512329,3.17430427106227,1.7929736,90,2.43333333333333,44.5238095236,8.32499998807907,8.97242647409439,1.99123018181818,2.5,24.4444444444,11.9982857142857,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,25.0714360197642,19.9489788889806,182.520414908745,2.72564181984963,16.3185107710623,33.8340685572178,92.4333333333333,66.3124661675917,36.4427301586857,229.022598216828,37.5,25,200,30,30,80,95,80,45,300
"74",13011,"ALL","Drive","City","Small Cities","Eberswalde","","",43223.3509755324,43223.4665660301,56,0.982142857142,0.018181818181,8.72948210580008,7.13199996948242,0.035714285714,540,2.819018,3.661,0.068518518518,35,35,0.957142857142,3.594629,9.38938911764706,14.256341,1.070396,2.04920723076923,3.30222,245,0.971428571428,81,34,0.941176470588,3.79999995231628,4.02187494933605,2.744375,0,35,0.885714285714,7.8381935483871,8669,83726,13707,48988,6709,6988,55.0595238091667,61.36363636425,8.72138105119978,0,1.73600006103516,3.18507,3.1481481482,0.610000000000004,14.7899159663059,6.6974418,1.43898630185759,0.34050728,3.5934948,0.587904282445759,0,72.8571428568,2.3,36.5397923874824,9.49999988079071,9.55468737334013,1.5475,2.5,12.1008403360941,9.54907526881721,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,10.4573811122349,6.9432181482,133.823759433852,8.47693538185759,4.18139908244576,27.4482504306092,75.1571428568,59.6419796416132,21.6499156049113,183.897288533934,37.5,25,200,30,30,80,95,80,45,300
"75",13012,"ALL","Drive","City","Small Cities","Eisenach","","",43229.3689933912,43229.5000008565,67,0.985074626865,0.030303030303,5.57873134826546,4.99800004959106,0,640,3.696031,4.03,0.0046875,53,52,1,3.593678,14.9100882692308,31.614788,2.67782,8.89707666666667,16.36218,375,0.992,64,53,1,3.51999998092651,3.86226415634155,1.389433,0,53,0.981132075471,6.64005769230769,8669,83726,13707,48988,6709,6988,56.2810945270833,52.27272727275,16.8425373034691,10,6.00199995040894,6.59567611111111,10.1953125,4.0375,20,6.6934476,2.5140698208502,1.72918304,12.64481064,3.18658294017094,1.8179488,85.2,2.86666666666667,55,8.79999995231628,9.15566039085388,2.0552835,2.5,26.2264150942,11.1465897435897,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,32.844537253878,20.8284886111111,162.226847664822,10.9367004608502,17.6493423801709,48.5860428410211,88.0666666666667,77.5109438431702,37.3730048377898,251.536658188648,37.5,25,200,30,30,80,95,80,45,300
"76",13013,"ALL","Drive","City","Small Cities","Eltmann","","",43251.4589377662,43251.4994150694,22,0.954545454545,0,8.86545454372059,7.3259997844696,0.045454545454,210,2.809047,3.561,0.042857142857,16,16,0.90625,2.499195,6.384396875,9.34746,1.315936,2.332752,3.203334,116,0.982758620689,78,16,1,2.90000009536743,3.16875001788139,2.79875,0,17,0.941176470588,9.64875,8669,83726,13707,48988,6709,6988,43.5606060604167,75,8.35878788341176,0,1.34800043106079,3.14629388888889,5.7142857143,0,10,2.096619,0.853803601973684,0,5.1403968,0.695505887179487,0,79.6551724134,2.4,55,6.00000063578288,5.94444460339016,1.52772727272727,2.5,19.9307958477177,7.135,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,9.70678831447255,8.86057960318889,137.127973978078,2.95042260197369,5.83590268717949,18.7863252891532,82.0551724134,70.9721725119003,27.0657958477177,198.879466062171,37.5,25,200,30,30,80,95,80,45,300
"77",13014,"ALL","Drive","City","Small Cities","Freising","","",43246.3665301852,43246.4790239236,57,1,0,5.47214037075377,4.92660007476807,0,570,3.733719,4.03,0,47,47,1,15.729688,66.5136580851064,122.021364,14.651495,23.23224,32.005795,323,1,46,47,1,3.79999995231628,3.99361698678199,1.415744,0,48,1,4.7195,8669,83726,13707,48988,6709,6988,62.5,75,17.0557192584925,10,6.07339992523193,6.74224055555556,11.25,4.0375,20,13.951940688,8.21750445762411,4.5168447,15.66217674,7.59932146666667,4.03342991666667,90,3.46666666666667,55,9.49999988079071,9.48404246695498,2.042128,2.5,30,13.92075,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,33.1291191837244,22.0297405555556,192.65885973928,26.6862898456241,27.2949281233333,73.9812179689574,93.4666666666667,78.5261703477457,43.92075,289.89480498337,37.5,25,200,30,30,80,95,80,45,300
"78",13015,"ALL","Drive","City","Small Cities","Germersheim","","",43242.5402890394,43242.6488951157,51,1,0,7.81717647290697,5.57600021362305,0.019607843137,510,2.893882,3.74,0.050980392156,33,33,0.863636363636,2.521907,8.970493125,13.887773,0.999292,2.912774,3.042572,236,0.97033898305,76,33,1,3,3.26893936504017,2.820606,0.060606060606,26,0.76923076923,8.8974,8669,83726,13707,48988,6709,6988,62.5,75,11.1541960722481,3.46405228766667,4.84799957275391,3.47620777777778,4.9019607844,1.4,5.9893048128,2.1920094,1.35741181907895,0.31102184,3.1455396,0.9156168,0,72.20338983,2.46666666666667,55,6.66666666666667,6.83501657813487,1.51977963636364,0,0,8.1368,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,19.4662479326686,9.77816856217778,166.744416494846,3.86044305907895,4.0611564,13.910904271879,74.6700564966667,70.0214628811652,8.1368,166.739223649711,37.5,25,200,30,30,80,95,80,45,300
"79",13016,"ALL","Drive","City","Small Cities","Gifhorn","","",43250.4852113773,43250.571869537,45,1,0.022222222222,5.51951109568278,4.66680002212524,0,440,3.590295,4.03,0.00909090909,36,36,0.972222222222,11.772953,25.257396875,47.150154,2.3596,10.049956,18.521412,251,0.984063745019,88,36,1,3.37999999523163,3.94055551290512,1.066666,0,36,0.888888888888,6.23734375,8669,83726,13707,48988,6709,6988,62.5,58.3333333335,16.9609778086344,10,6.33319997787476,6.18448055555556,9.20454545475,4.0375,16.2962962962667,13.453392078,4.52907202302631,2.97201232,11.71548,3.62408586666667,2.16342592,80.4382470114,2.06666666666667,55,8.44999998807907,9.3513887822628,2.216667,2.5,12.5490196077176,11.6835416666667,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,33.2941777865092,19.4265260103056,173.554037130315,20.9544764210263,17.5029917866667,54.7537645039597,82.5049136780666,77.5180557703419,24.2325612743843,239.009295226752,37.5,25,200,30,30,80,95,80,45,300
"80",13017,"ALL","Drive","City","Small Cities","Glauchau","","",43252.3377550347,43252.4327679398,48,0.979166666666,0,6.84016660849253,4.96049990653992,0.020833333333,470,3.407276,4,0.029787234042,37,37,1,3.135975,10.8846383333333,23.739285,1.798444,7.86985457142857,18.377376,258,0.980620155038,62,37,0.972972972972,3.75,3.94722221295039,1.395277,0,37,0.891891891891,6.71,8669,83726,13707,48988,6709,6988,53.8194444441667,75,13.7595557106866,3.05555555566667,6.03950009346008,5.47274,7.0212765958,4,20,4.771095,1.7301664122807,1.0991428,8.1801972,2.79676532454212,2.14038016,78.3720930228,2.93333333333333,45.0900900897334,9.375,9.36805553237597,2.0523615,2.5,12.9729729728471,11.0533333333333,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,22.8546113598133,16.4940165958,168.16807239978,7.6004042122807,13.1173426845421,40.7177468968228,81.3054263561334,68.3855071221093,24.0263063061804,214.434986681246,37.5,25,200,30,30,80,95,80,45,300
