"","Rnk","Vendor","G_Level_1","G_Level_2","G_Level_3","G_Level_4","Fleet","WagonNumber","MinTimestamp","MaxTimestamp","CallAttempts","CallSetupSuccesRatio","CallDropRatio","CstAverage","CstPercentile10","CstPoorRatio","SpeechTestsAttempts","SpeechPolqaAverage","SpeechPolqaPercentile90","SpeechTestsPoorRatio","HttpFdfsDlAttemptsCount","HttpFdfsUlAttemptsCount","HttpFdfsCompletedRatio","HttpFdttDlMdrPercentile10","HttpFdttDlMdrAverage","HttpFdttDlMdrPercentile90","HttpFdttUlMdrPercentile10","HttpFdttUlMdrAverage","HttpFdttUlMdrPercentile90","HttpBrowsingAttemptsCount","HttpBrowsingCompletedRatio","HttpBrowsingTransferRttAverage","StreamingAttemptsCount","StreamingCompletedRatio","StreamingVmosPercentile10","StreamingVmosAverage","StreamingTtfpAverage","StreamingTtfpPoorRatio","ApplicationAttemptsCount","ApplicationCompletedRatio","ApplicationTransferTimeAverage","ModuleVoiceTests","ModulePOLQATests","ModuleHTTPTTests","ModuleHTTPBTests","ModuleVSLTBTests","ModuleMAFBBTests","ranCallSetupSuccesRatio","ranCallDropRatio","ranCstAverage","ranCstPoorRatio","ranCstPercentile10","ranSpeechPolqaAverage","ranSpeechTestsPoorRatio","ranSpeechPolqaPercentile90","ranHttpFdfsCompletedRatio","ranHttpFdttDlMdrPercentile10","ranHttpFdttDlMdrAverage","ranHttpFdttDlMdrPercentile90","ranHttpFdttUlMdrPercentile10","ranHttpFdttUlMdrAverage","ranHttpFdttUlMdrPercentile90","ranHttpBrowsingCompletedRatio","ranHttpBrowsingTransferRttAverage","ranStreamingCompletedRatio","ranStreamingVmosPercentile10","ranStreamingVmosAverage","ranStreamingTtfpAverage","ranStreamingTtfpPoorRatio","ranApplicationCompletedRatio","ranApplicationTransferTimeAverage","maxCallSetupSuccesRatio","maxCallDropRatio","maxCstAverage","maxCstPoorRatio","maxCstPercentile10","maxSpeechPolqaAverage","maxSpeechTestsPoorRatio","maxSpeechPolqaPercentile90","maxHttpFdfsCompletedRatio","maxHttpFdttDlMdrPercentile10","maxHttpFdttDlMdrAverage","maxHttpFdttDlMdrPercentile90","maxHttpFdttUlMdrPercentile10","maxHttpFdttUlMdrAverage","maxHttpFdttUlMdrPercentile90","maxHttpBrowsingCompletedRatio","maxHttpBrowsingTransferRttAverage","maxStreamingCompletedRatio","maxStreamingVmosPercentile10","maxStreamingVmosAverage","maxStreamingTtfpAverage","maxStreamingTtfpPoorRatio","maxApplicationCompletedRatio","maxApplicationTransferTimeAverage","summCST","summPOLQA","summVoice","summHttpTDL","summHttpTUL","summHttpT","summHttpB","summVSLVS","summAPPFB","summData","totalCST","totalPOLQA","totalVoice","totalHttpTDL","totalHttpTUL","totalHttpT","totalHttpB","totalVSLVS","totalAPPFB","totalData"
"151",30045,"ALL","Drive","Connecting Roads","Connecting Roads","Monheim - Nürnberg","","",43249.6271316551,43249.7156708681,41,0.975609756097,0.025,7.92704881109842,4.38899993896484,0.073170731707,384,2.964609,3.947,0.0625,29,29,0.844827586206,7.378032,15.2983222222222,18.980722,1.976098,6.92161148148148,16.190942,209,0.928229665071,80,29,0.827586206896,3.82999999523163,3.90000000596046,2.219166,0,29,0.758620689655,7.28531818181818,3370,30754,4985,17844,2449,2553,15.701219512125,16.875,3.25836095112126,0,1.98330001831055,1.12537716666667,1.125,1.041,1.26572008111059,3.8698896096,0.776901982456141,0.215537328,2.78982522,0.731075768660969,0.537165216,16.2927103854918,0.7,2.14198782957177,2.87249999642372,2.77500000447035,0.521545527272727,0.75,0,3.08587272727273,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,5.24166096943181,3.29137716666667,41.1092576482235,4.86232892005614,4.05806620466097,10.1861152058277,16.9927103854918,9.06103335773856,3.08587272727273,39.3257316763308,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"152",30046,"ALL","Drive","Connecting Roads","Connecting Roads","München - Frankfurt","","",43256.7486115278,43257.5982526852,184,0.994565217391,0.016393442622,6.94507651511437,4.72679986953735,0.043715846994,1797,3.283116,4.01,0.04674457429,136,135,0.918819188191,3.125179,18.3165741666667,34.66027,1.314308,8.5424278030303,19.207055,973,0.938335046248,68,133,0.992481203007,3.09999990463257,3.74425502979394,2.041969,0.030303030303,140,0.885714285714,5.46126612903226,3370,30754,4985,17844,2449,2553,18.070652173875,18.81147541005,4.0439387879085,0,1.88196003913879,1.49696866666667,1.5976627713,1.20375,3.35489472539294,1.41772554,0.953231438157894,0.59184648,1.53904212,0.915599472960373,0.68193864,17.5766882291577,0.82,15.67293233077,2.19999980926514,2.65819127234546,0.540876109090909,0.262626262626667,3.63025210082824,3.84243024193548,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,5.9258988270473,4.29838143796667,47.106407848939,2.96280345815789,3.13658023296037,9.45427841651121,18.3966882291577,21.3346257840982,7.47268234276372,56.6582747725308,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"153",30047,"ALL","Drive","Connecting Roads","Connecting Roads","Neubiberg - Freising","","",43246.3147138079,43246.3625231134,26,0.961538461538,0,5.79839998245239,4.78319988250732,0,250,3.43436,4.01,0.032,21,21,0.97619047619,6.866123,32.657313,69.373936,2.90738,11.3997519047619,19.94093,146,1,54,20,1,3.79999995231628,3.96499998569489,1.8105,0,22,1,5.92954545454546,3370,30754,4985,17844,2449,2553,13.94230769225,22.5,4.92096001052857,3,1.8650400352478,1.67342,2.04,1.20375,5.0476190476,3.8505394494,1.79103249631579,1.22343484,3.810797928,1.24089483223443,0.71716464,27,0.96,16.5,2.84999996423721,2.82374998927116,0.566127272727273,0.75,9,3.63170454545455,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,9.78600004577637,4.91717,51.1454777380264,6.86500678571579,5.76885740023443,17.6814832335502,27.96,23.4898772262356,12.6317045454545,81.7630650052404,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"154",30048,"ALL","Drive","Connecting Roads","Connecting Roads","Neubrandenburg - Greifswald","","",43223.7238686343,43223.7661527315,23,0.782608695652,0.055555555555,8.18872216012743,5.27639999389648,0,167,2.958982,4.01,0.02994011976,14,14,0.821428571428,8.32354,18.1196527272727,35.35748,1.297132,6.77284307692308,16.100028,104,0.798076923076,115,15,0.666666666666,3.66000003814697,3.9,1.512,0,15,0.666666666666,5.1882,3370,30754,4985,17844,2449,2553,0,10.000000000125,3.04902227189806,3,1.63416000366211,1.11881233333333,2.1017964072,1.20375,0.605042016790586,3.905629812,0.941727080382775,0.60857952,1.50657948,0.714139057988166,0.532801344,0,0.35,0,2.74500002861023,2.775,0.598690909090909,0.75,0,3.96531,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,7.68318227556017,4.42435874053333,22.1075410162185,5.45593641238278,2.75351988198817,8.81449831116153,0.35,6.86869093770114,3.96531,19.9984992488627,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"155",30049,"ALL","Drive","Connecting Roads","Connecting Roads","Neuss - Köln","","",43264.6563222685,43264.7115411111,30,0.966666666666,0,5.6841034560368,4.95719995498657,0,290,3.573862,4.01,0.01724137931,22,22,1,2.597972,21.5761636363636,50.975452,5.31326,11.8684304545455,18.812603,160,0.9875,48,23,1,3.46000008583069,3.83043480956036,1.62913,0,23,1,6.00160869565217,3370,30754,4985,17844,2449,2553,14.58333333325,22.5,4.98953792637792,3,1.81284001350403,1.83617233333333,2.4827586207,1.20375,6,0.75344472,1.1436600861244,0.983410848000001,3.992682456,1.29425208251748,0.663004944,24.75,1.02,16.5,2.59500006437302,2.72282610717027,0.585913090909091,0.75,9,3.59935652173913,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,9.80237793988195,5.52268095403333,52.4083922271653,2.8805156541244,5.94993948251748,14.8304551366419,25.77,23.1537392624524,12.5993565217391,76.3535509208334,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"156",30050,"ALL","Drive","Connecting Roads","Connecting Roads","Neustadt in Holstein - Rendsburg","","",43227.6893659028,43227.7575981481,36,1,0.027777777777,6.64355560143789,5.15599989891052,0.027777777777,348,3.43839,4.01,0.028735632183,30,30,0.916666666666,4.599626,21.7043537931034,38.0712,2.88362,9.75529586206897,16.411588,210,0.97619047619,62,30,0.966666666666,3.84000005722046,3.97931032345213,1.584137,0,29,0.931034482758,3.60840740740741,3370,30754,4985,17844,2449,2553,18.75,16.250000000175,4.28515551884969,0.2222222223,1.70640006065369,1.67812166666667,2.13793103451,1.20375,3.29411764704,3.27552876,1.15114909001815,0.6737088,3.809001672,1.05367983660477,0.547756224,22.7142857142,0.88,12.9411764705365,2.88000004291534,2.8344827425891,0.590821418181818,0.75,5.54969574033883,4.5,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,6.21377780180338,5.01980270117667,46.2335805031551,5.10038665001815,5.41043773260478,13.8049420296629,23.5942857142,19.9964806742227,10.0496957403388,67.4454041584245,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"157",30051,"ALL","Drive","Connecting Roads","Connecting Roads","Niedenstein - Peine","","",43249.5632081713,43249.6577969907,49,0.938775510204,0.021739130434,6.52500004569689,4.78410015106201,0.0625,447,3.356465,4.02,0.03803131991,36,36,0.930555555555,5.745901,18.8438558823529,39.639542,1.44108,11.1377519444444,19.02405,260,0.957692307692,110,36,0.972222222222,3.09999990463257,3.72857143538339,2.305142,0.028571428571,35,0.971428571428,6.56826470588236,3370,30754,4985,17844,2449,2553,11.0969387755,17.60869565235,4.37999996344248,0,1.8647699546814,1.5825425,1.8590604027,1.2075,3.68627450978824,3.8081950578,0.984035791021672,0.711349008,1.7786412,1.21106714444444,0.6731544,20.0361990949835,0.4,13.44444444442,2.19999980926514,2.64642857653754,0.512166327272727,0.28571428572,7.28571428568,3.37269411764706,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,6.24476991812388,4.6491029027,39.5995072486739,5.50357985682167,3.66286274444444,12.8527171110544,20.4361990949835,19.0887534432154,10.6584084033271,63.0360780525804,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"158",30052,"ALL","Drive","Connecting Roads","Connecting Roads","Norderstedt - Buxtehude","","",43229.342225544,43229.4011625579,31,1,0.032258064516,5.50809677185551,4.6399998664856,0,300,3.6116,4.03,0.02,26,26,1,3.696738,26.032842,60.228438,2.475602,9.0420244,14.61404,181,1,53,26,0.961538461538,3.63999996185303,3.97199995994568,1.442,0,26,0.961538461538,6.63096,3370,30754,4985,17844,2449,2553,18.75,15.2419354839,5.0951419368867,3,1.90800004005432,1.8802,2.4,1.21125,6,2.13788988,1.40402392736842,1.200571095,3.73388778,0.972476624,0.46147392,27,0.97,12.5429864253035,2.72999997138977,2.82899996995926,0.6087,0.75,6.84162895925647,3.347616,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,10.003141976941,5.49145,49.486527460841,4.74248490236842,5.167838324,15.9103232263684,27.97,19.4606863666526,10.1892449592565,73.5302545522775,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"159",30053,"ALL","Drive","Connecting Roads","Connecting Roads","Nordhausen - Gotha","","",43228.5608824768,43228.627231875,35,0.857142857142,0,8.19867740138885,5.19700002670288,0.032258064516,299,2.896822,3.98,0.073578595317,24,24,0.708333333333,1.14064,9.73472647058823,14.360656,1.417844,7.18259631578947,16.495338,166,0.777108433734,81,22,0.818181818181,3.6400000333786,3.88333331214057,2.134444,0,24,0.708333333333,7.23176470588235,3370,30754,4985,17844,2449,2553,0.892857142750003,22.5,3.04105807888892,0,1.68179998397827,1.04629233333333,0.79264214049,1.14,0,0,0.451870862229102,0.104655744,1.73472516,0.760787888259109,0.551776224,0,0.69,1.41176470581882,2.73000002503395,2.76249998410543,0.530787927272727,0.75,0,3.10729411764706,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,4.7228580628672,2.97893447382333,31.0946496794405,0.556526606229102,3.04728927225911,3.60381587848821,0.69,8.18505264223093,3.10729411764706,15.5861626383662,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"160",30054,"ALL","Drive","Connecting Roads","Connecting Roads","Nürnberg - Herzogenaurach","","",43250.4074446991,43250.4312270949,13,1,0,5.46707685177143,5.22539987564087,0,130,3.696769,4.02,0,10,10,1,5.966921,19.691513,32.823986,4.724956,12.71525,19.623265,70,1,83,10,1,3.77999994754791,3.93999998569489,1.982,0,10,1,7.2208,3370,30754,4985,17844,2449,2553,18.75,22.5,5.11975388893714,3,1.66476007461548,1.97956383333333,3.375,1.2075,6,3.8165496138,1.03355681210526,0.547775664,3.9482066736,1.39065923076923,0.70191672,27,0.67,16.5,2.83499996066093,2.80499998927116,0.547418181818182,0.75,9,3.11168,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,9.78451396355262,6.56206383333333,57.596577796886,5.39788208990526,6.04078262436923,17.4386647142745,27.67,23.4374181317503,12.11168,80.6577628460248,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"161",30055,"ALL","Drive","Connecting Roads","Connecting Roads","Peine - Gifhorn","","",43250.4267736111,43250.4819884954,30,1,0,4.89823333422343,4.57579984664917,0,300,3.810766,4.051,0.006666666666,25,25,1,7.188128,26.5662488,52.604424,4.976334,12.965472,18.991398,179,1,43,25,1,3.58000001907349,3.92079996109009,0.9144,0,26,1,4.98861538461539,3370,30754,4985,17844,2449,2553,18.75,22.5,5.46105999946594,3,1.92726004600525,2.1080745,2.925000000045,1.219125,6,3.8627112384,1.43518611410526,1.022506176,3.9672108504,1.41914604307692,0.671587104,27,1.07,16.5,2.68500001430511,2.79059997081757,0.68784,0.75,9,4.05512307692308,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,10.3883200454712,6.252199500045,57.8905195455162,6.32040352850526,6.05794399747692,18.3783475259822,28.07,23.4134399851227,13.0551230769231,82.9169105880279,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"162",30056,"ALL","Drive","Connecting Roads","Connecting Roads","Plauen - Berlin","","",43252.6193045833,43252.8367379861,103,0.941747572815,0.082474226804,8.41617172414606,4.82839994430542,0.070707070707,885,3.091615,4.01,0.048587570621,71,71,0.845070422535,1.882506,9.47580222222222,16.961476,0.93485,6.16308983606558,14.85987,499,0.857715430861,119,68,0.838235294117,3.19800004959106,3.73421052882546,1.848421,0.017543859649,70,0.757142857142,6.585,3370,30754,4985,17844,2449,2553,11.468446601875,3.9432989691,2.86706262068315,0,1.85148001670837,1.27355083333333,1.54237288137,1.20375,1.27257663628235,0,0.436744235087719,0.167075424,0.8218665,0.644720996721312,0.47327376,7.33325474469176,0.31,2.96885813143765,2.39600009918213,2.65065789661909,0.561990436363636,0.432748538013333,0,3.366,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,4.71854263739152,4.01967371470333,24.1499619230699,0.60381965908772,1.93986125672131,3.81625755209138,7.64325474469176,9.01025510161584,3.366,23.835767398399,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"163",30057,"ALL","Drive","Connecting Roads","Connecting Roads","Regensburg - Burglengenfeld","","",43248.3959724306,43248.4197018866,13,1,0.076923076923,6.0366922892057,4.98179998397827,0,119,3.272941,3.98,0.042016806722,10,10,1,4.560009,10.249343,15.988495,2.32801,5.74159777777778,15.938626,70,0.985714285714,77,10,1,3.55750005245209,3.88749997615814,2.002,0,10,1,4.9573,3370,30754,4985,17844,2449,2553,18.75,5.192307692325,4.77064616863544,3,1.80546000480652,1.48509783333333,1.73949579834,1.14,6,3.22561134,0.481935301578947,0.14372388,3.4549389,0.596735747008547,0.525054048,24.42857142852,0.73,16.5,2.66812503933907,2.76562498211861,0.545236363636364,0.75,9,4.069215,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,9.57610617344196,4.36459363167333,37.8830074974403,3.85127052157895,4.57672869500855,14.4279992165875,25.15857142852,23.228986385094,13.069215,75.8847720302015,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"164",30058,"ALL","Drive","Connecting Roads","Connecting Roads","Rendsburg - Kaltenkirchen","","",43228.4552109144,43228.4919009375,20,1,0.1,6.79714996814728,4.9297999382019,0,180,3.235722,3.981,0.027777777777,16,15,0.935483870967,6.973658,20.6673353333333,38.859248,1.33578,8.534458,16.672972,112,0.991071428571,39,16,1,3.80000007152557,3.98125000298023,1.298125,0,16,1,7.437125,3370,30754,4985,17844,2449,2553,18.75,0,4.16228002548218,3,1.82106001853943,1.44167566666667,2.16666666669,1.143,3.82542694495059,3.8546042724,1.09056538,0.692621952,1.5796242,0.914692141538461,0.560302656,25.39285714278,1.11,16.5,2.85000005364418,2.83593750223517,0.63028125,0.75,9,3.02515,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,8.98334004402161,4.75134233335667,32.4846823773783,5.6377916044,3.05461899753846,12.5178375468891,26.50285714278,23.5662188058794,12.02515,74.6120634955484,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"165",30059,"ALL","Drive","Connecting Roads","Connecting Roads","Saarbrücken - Germersheim","","",43242.4461463657,43242.5399316782,48,0.916666666666,0.045454545454,8.0453404670066,4.69860010147095,0.085106382978,420,3.39938,4.02,0.023809523809,37,37,0.797297297297,4.0469,20.368374516129,48.22894,1.734678,7.13169689655172,14.526406,259,0.791505791505,69,36,0.833333333333,3.38200006484985,3.83199995358785,1.748333,0,34,0.735294117647,6.22152,3370,30754,4985,17844,2449,2553,8.33333333325001,12.27272727285,3.16372762639472,0,1.89041996955872,1.63261,2.28571428573,1.2075,0,2.579094,1.07309977436333,0.91749456,2.33354142,0.754993185145889,0.457267488,0,0.81,2.58823529409176,2.53650004863739,2.72399996519089,0.572909127272727,0.75,0,3.511392,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,5.05414759595343,5.12582428573,30.7860324877834,4.56968833436333,3.54580209314589,8.11549042750922,0.81,9.17164443519277,3.511392,21.608526862702,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"166",30060,"ALL","Drive","Connecting Roads","Connecting Roads","Solingen - Wuppertal","","",43243.6499216204,43243.6718003819,12,1,0,5.64983332157135,4.80510015487671,0,120,3.434916,4,0.033333333333,8,8,0.9375,1.074212,6.36411625,14.15492,1.797942,5.4247575,12.815881,61,0.967213114754,106,8,0.75,3.06666672229767,3.5888888835907,1.751666,0,9,1,6.76733333333333,3370,30754,4985,17844,2449,2553,18.75,22.5,5.01010000705719,3,1.85846995353699,1.67406866666667,2.00000000001,1.2,3.88235294117647,0,0.254956265131579,0.09971808,2.45311038,0.5606647,0.375162288,21.2459016393318,0.44,0,2.13333344459534,2.54166666269302,0.572545527272727,0.75,9,3.29306666666667,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,9.86856996059418,4.87406866667667,55.9926386272708,0.354674345131579,3.388937368,7.62596465430805,21.6859016393318,5.99754563456109,12.2930666666667,47.6024785948676,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"167",30061,"ALL","Drive","Connecting Roads","Connecting Roads","Stuttgart - Neubiberg","","",43245.3033824074,43245.7549076852,215,0.962790697674,0.024154589371,7.04541429338001,4.74240002632141,0.047619047619,2018,3.234881,4,0.049058473736,152,150,0.880794701986,3.57873,16.7039971942446,39.13641,2.10673,9.1412725,18.888815,1079,0.903614457831,77,146,0.945205479452,3.0699999332428,3.7179347725882,2.142028,0.021739130434,155,0.858064516129,6.60624812030075,3370,30754,4985,17844,2449,2553,14.09883720925,17.065217391525,3.96366856529599,0,1.87727999210358,1.4406945,1.52824578792,1.2,2.28126217372235,1.9891998,0.859022993979554,0.69927384,3.0367197,0.983775638461539,0.66666312,13.1651311126447,0.73,11.2747784045082,2.1399998664856,2.63845107944115,0.529960581818182,0.376811594213333,2.45920303605177,3.3575007518797,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,5.84094855739957,4.16894028792,41.1739434460946,3.54749663397955,4.68715845846154,10.5159172661634,13.8951311126447,16.9600015264665,5.81670378793146,47.1877536932061,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"168",30062,"ALL","Drive","Connecting Roads","Connecting Roads","Wadern - Bad Kreuznach","","",43237.4194674306,43237.4765140394,31,0.935483870967,0.03448275862,8.4879333337148,4.81529989242554,0.033333333333,280,3.022857,3.99,0.064285714285,21,21,0.928571428571,6.50873,14.5510614285714,25.4857,1.234416,4.179509,9.195337,147,0.931972789115,86,21,0.904761904761,3.62000002861023,3.89605259895325,2.137894,0,21,0.904761904761,8.52221052631579,3370,30754,4985,17844,2449,2553,10.685483870875,14.7413793105,2.80965333302816,0,1.85541003227234,1.19333316666667,1.07142857145,1.17,3.63025210082823,3.837029994,0.733246220300752,0.3716568,1.38804624,0.418897947692308,0.201376176,16.7683073228471,0.64,8.13445378144236,2.71500002145767,2.77203944921494,0.530411563636364,0.75,4.43697478987765,2.59111578947368,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,4.6650633653005,3.43476173811667,33.5266882847922,4.94193301430075,2.00832036369231,10.5805054788213,17.4083073228471,14.9019048157513,7.02809057935133,49.918808196771,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"169",30063,"ALL","Drive","Connecting Roads","Connecting Roads","Warburg - Niedenstein","","",43249.4862295602,43249.5154162153,16,0.8125,0.153846153846,11.0947499573231,8.20749998092651,0.1875,110,2.771727,3.593,0.036363636363,10,10,0.85,4.70808,9.2811725,13.394589,1.048421,2.1634775,3.918403,70,0.8,182,8,0.875,2.96000003814697,3.07142857142857,2.428571,0,10,0.6,9.19716666666667,3370,30754,4985,17844,2449,2553,0,0,0.724200034141541,0,0,0.900348166666667,1.90909090911,0,1.41176470588235,3.4121808,0.425373761842105,0.081470136,1.03651569,0.189380515384615,0,0,0,5.82352941176471,1.92000007629395,1.52380952380952,0.498701345454546,0.75,0,2.32113333333333,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,0.724200034141541,2.80943907577667,3.53363910991821,3.91902469784211,1.22589620538462,6.55668560910907,0,10.5160403573227,2.32113333333333,19.3938592997651,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"170",30064,"ALL","Drive","Connecting Roads","Connecting Roads","Wetzlar - Bad Ems ","","",43235.4223148148,43235.4838613657,27,0.925925925925,0,8.64962968119869,5.22740001678467,0.111111111111,248,3.011975,3.91,0.052419354838,18,18,0.888888888888,4.523138,8.25101705882353,11.742608,1.752708,2.96863529411765,5.790802,125,0.848,139,18,0.833333333333,3.70000004768372,3.9133333047231,3.141333,0.066666666666,17,0.647058823529,8.33118181818182,3370,30754,4985,17844,2449,2553,9.490740740625,22.5,2.68029625504105,0,1.6635599899292,1.1806375,1.42741935486,0.93,2.50980392154353,3.17915388,0.365190996594427,0.041822592,2.36761812,0.281044633484163,0.037958496,6.09882352941176,0.11,2.58823529409176,2.77500003576279,2.78499997854233,0.420945490909091,0,0,2.66752727272727,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,4.34385624497025,3.53805685486,39.8726538404553,3.58616746859443,2.68662124948416,8.78259263962212,6.20882352941176,8.56918079930597,2.66752727272727,26.2281242410671,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"171",30065,"ALL","Drive","Connecting Roads","Connecting Roads","Wiesbaden - Bensheim","","",43238.4532069097,43238.5775281829,58,0.948275862068,0.036363636363,6.43008773368702,4.72940006256104,0.017543859649,530,3.402396,4.02,0.03396226415,46,46,0.95652173913,2.62644,15.1244466666667,27.282502,1.180484,6.70736,13.306044,327,0.957186544342,77,46,0.934782608695,3.50500001907349,3.92422476480173,1.511627,0,47,0.95744680851,5.65582222222222,3370,30754,4985,17844,2449,2553,12.2844827585,14.318181818325,4.45592981305039,1.2456140351,1.88117998123169,1.63612866666667,1.9811320755,1.2075,4.41943734014118,0.789314400000001,0.766743989473684,0.414780048,1.28611476,0.706684061538462,0.398690112,19.9719373987482,0.73,10.4654731457294,2.62875001430512,2.7931685736013,0.5987316,0.75,6.66833541924706,3.75488,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,7.58272382938208,4.82476074216667,39.0101491483737,1.97083843747369,2.39148893353846,8.78176471115333,20.7019373987482,17.2361233336358,10.4232154192471,57.1430408627844,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"172",30066,"ALL","Drive","Connecting Roads","Connecting Roads","Wolfsburg - Brandenburg a.d. Havel","","",43251.484285081,43251.588448588,54,0.944444444444,0,7.69752823631718,5.07680015563965,0.018867924528,510,3.294607,4.02,0.031372549019,40,40,0.9,6.837662,28.3847994594595,53.995292,2.276716,9.9839302631579,18.229769,285,0.912280701754,69,38,0.921052631578,3.84000000953674,3.96571427072797,1.045142,0,41,0.829268292682,5.99808823529412,3370,30754,4985,17844,2449,2553,11.8055555555,22.5,3.44197741094625,1.1132075472,1.75391990661621,1.51037483333333,2.05882352943,1.2075,2.82352941176471,3.8494636236,1.54142775789474,1.055887008,3.35799324,1.07970898380567,0.635028912,14.26625386992,0.81,9.39938080488,2.88000000715256,2.82428570304598,0.6682287,0.75,1.23959827829647,3.60086029411765,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,6.30910486476246,4.77669836276333,45.3913587830258,6.44677838949474,5.07273113580567,14.3430389370651,15.07625386992,16.5218952150785,4.84045857241411,50.7816465944778,11.25,7.5,60,9,9,24,28.5,24,13.5,90
